industry,subscription_type,country,usage_frequency,login_activity,support_tickets,monthly_spend,payment_history,churn
Education,Basic,Germany,3.0,69.0,2,348,Failed,1
Healthcare,Basic,Australia,32.0,70.0,2,265,Late,0
Technology,Enterprise,UK,27.0,8.0,1,474,On_time,0
Technology,Basic,India,18.0,86.0,1,308,Late,0
Education,Basic,USA,7.0,3.0,2,291,Failed,1
Technology,Enterprise,India,16.0,118.0,3,75,On_time,0
Education,Basic,UK,26.0,59.0,1,402,Late,0
Healthcare,Pro,Australia,1.0,8.0,4,86,Late,1
Education,Basic,USA,19.0,1.0,3,346,On_time,0
Finance,Enterprise,India,6.0,49.0,0,96,On_time,0
Education,Basic,Germany,12.0,4.0,2,147,Failed,0
Technology,Basic,UK,,107.0,2,175,Late,0
Travel,Enterprise,Sri lanka,40.0,81.0,0,156,Failed,1
Healthcare,Enterprise,Germany,2.0,63.0,1,50,Failed,1
Finance,Enterprise,Sri lanka,7.0,30.0,4,141,Late,0
Healthcare,Enterprise,Australia,26.0,1.0,2,473,Failed,1
Travel,Pro,Sri lanka,18.0,65.0,3,315,On_time,0
Retail,Basic,Australia,17.0,89.0,3,457,Failed,0
Retail,Pro,India,25.0,93.0,0,343,Failed,1
Finance,Pro,Australia,14.0,46.0,3,35,Late,0
Retail,Pro,Sri lanka,14.0,80.0,1,146,Late,0
Healthcare,Enterprise,India,6.0,1.0,0,404,Late,0
Travel,Basic,India,40.0,63.0,5,497,Failed,0
Education,Enterprise,USA,4.0,87.0,3,246,On_time,1
Travel,Enterprise,UK,29.0,76.0,0,29,Late,0
Healthcare,Pro,India,18.0,47.0,1,105,Late,0
Healthcare,Enterprise,UK,26.0,90.0,2,409,Failed,1
Technology,Enterprise,Australia,14.0,33.0,4,438,Late,0
Technology,Pro,Australia,36.0,116.0,1,279,Failed,1
Retail,Pro,Germany,10.0,6.0,1,118,Failed,1
Healthcare,Basic,USA,10.0,117.0,3,238,Late,0
Finance,Pro,India,18.0,115.0,0,363,Failed,1
Retail,Pro,UK,5.0,24.0,1,450,On_time,0
Finance,Pro,Germany,38.0,44.0,2,343,On_time,0
Retail,Enterprise,UK,5.0,53.0,0,297,Failed,1
Technology,Pro,Sri lanka,7.0,22.0,3,42,On_time,0
Education,Basic,UK,10.0,5.0,4,362,Failed,1
Retail,Pro,Australia,32.0,72.0,2,101,Late,0
Finance,Basic,Germany,29.0,87.0,0,194,Failed,1
Education,Basic,India,18.0,54.0,2,82,Late,0
Retail,Enterprise,Germany,39.0,98.0,1,140,Late,0
Travel,Pro,Germany,24.0,69.0,3,436,On_time,0
Finance,Pro,Germany,32.0,59.0,1,476,Failed,1
Travel,Enterprise,Germany,11.0,97.0,1,373,Late,0
Healthcare,Basic,UK,7.0,31.0,2,124,On_time,0
Technology,Pro,India,8.0,90.0,3,219,On_time,0
Retail,Basic,USA,15.0,98.0,2,238,On_time,0
Healthcare,Enterprise,Australia,21.0,5.0,2,355,On_time,0
Technology,Enterprise,Australia,31.0,90.0,0,438,Late,0
Travel,Basic,USA,6.0,97.0,1,181,Late,0
Retail,Pro,Sri lanka,15.0,6.0,2,340,On_time,0
Technology,Pro,Australia,28.0,100.0,4,479,Failed,0
Healthcare,Basic,Australia,7.0,64.0,2,402,Late,0
Healthcare,Pro,Germany,14.0,34.0,3,55,Failed,0
Retail,Pro,Germany,15.0,19.0,0,88,Late,0
Travel,Pro,USA,19.0,107.0,0,199,On_time,0
Finance,Enterprise,India,12.0,83.0,3,326,Late,0
Education,Basic,USA,34.0,112.0,5,467,Late,0
Technology,Basic,UK,38.0,33.0,2,145,Failed,1
Travel,Pro,USA,11.0,24.0,1,167,Failed,0
Healthcare,Basic,India,10.0,89.0,2,251,Failed,0
Healthcare,Basic,Germany,40.0,114.0,1,479,On_time,0
Travel,Basic,Australia,4.0,23.0,1,316,Late,0
Finance,Enterprise,UK,26.0,92.0,3,469,Late,0
Travel,Enterprise,Germany,36.0,79.0,3,183,On_time,0
Technology,Basic,Australia,33.0,15.0,7,301,On_time,0
Education,Pro,India,1.0,83.0,2,369,On_time,0
Travel,Pro,Germany,29.0,95.0,2,316,Late,0
Technology,Pro,Germany,15.0,54.0,1,453,On_time,0
Finance,Enterprise,Sri lanka,39.0,22.0,1,295,On_time,0
Healthcare,Basic,USA,16.0,67.0,1,246,On_time,0
Technology,Enterprise,Australia,26.0,57.0,2,209,On_time,0
Technology,Basic,Australia,34.0,98.0,0,74,On_time,0
Technology,Basic,Sri lanka,20.0,50.0,3,446,Failed,0
Retail,Basic,Germany,39.0,76.0,1,457,Failed,0
Education,Enterprise,Sri lanka,16.0,55.0,1,185,On_time,0
Retail,Pro,Australia,24.0,115.0,2,158,On_time,0
Finance,Enterprise,UK,14.0,,3,457,On_time,0
Technology,Enterprise,India,14.0,83.0,5,49,Failed,1
Finance,Pro,India,4.0,69.0,1,227,Late,0
Travel,Basic,UK,30.0,77.0,1,379,Failed,1
Finance,Basic,India,15.0,84.0,0,202,Late,0
Travel,Basic,Germany,5.0,118.0,2,312,On_time,0
Technology,Enterprise,Sri lanka,13.0,93.0,2,266,Late,0
Finance,Enterprise,India,8.0,60.0,0,134,Late,0
Education,Basic,Germany,20.0,79.0,2,400,Late,0
Technology,Pro,USA,11.0,27.0,2,456,On_time,0
Technology,Pro,Sri lanka,1.0,3.0,3,388,On_time,0
Retail,Enterprise,USA,15.0,38.0,0,204,On_time,0
Healthcare,Basic,Germany,8.0,72.0,0,114,On_time,0
Healthcare,Basic,Sri lanka,29.0,41.0,1,294,Failed,0
Finance,Basic,India,,53.0,1,274,Failed,1
Technology,Basic,India,28.0,96.0,2,411,Late,0
Technology,Enterprise,India,14.0,3.0,5,101,Failed,0
Technology,Enterprise,Sri lanka,7.0,112.0,4,22,On_time,0
Healthcare,Enterprise,Germany,38.0,4.0,3,116,Late,0
Retail,Enterprise,Sri lanka,20.0,14.0,1,150,Late,0
Technology,Pro,India,24.0,94.0,1,157,Failed,1
Finance,Enterprise,Australia,29.0,40.0,0,40,On_time,0
Technology,Pro,Australia,39.0,,4,55,Late,0
Healthcare,Pro,India,9.0,22.0,4,416,Late,0
Technology,Pro,USA,,100.0,0,312,Late,0
Retail,Pro,Australia,30.0,74.0,4,277,Failed,0
Technology,Enterprise,Germany,4.0,8.0,1,96,Late,1
Healthcare,Basic,India,21.0,,0,448,Failed,1
Finance,Basic,USA,40.0,26.0,1,456,Late,0
Finance,Basic,Australia,33.0,52.0,1,198,On_time,0
Education,Basic,Germany,25.0,109.0,1,53,On_time,0
Travel,Basic,USA,3.0,110.0,4,62,On_time,0
Retail,Enterprise,India,29.0,106.0,1,181,Failed,1
Retail,Basic,UK,38.0,57.0,0,273,On_time,0
Travel,Pro,Australia,2.0,12.0,1,347,Failed,0
Finance,Pro,UK,21.0,117.0,2,90,Failed,1
Retail,Pro,Germany,15.0,109.0,1,297,Failed,0
Finance,Basic,USA,32.0,,2,489,Late,0
Technology,Pro,Australia,28.0,106.0,4,231,Late,0
Finance,Pro,Australia,8.0,58.0,2,125,On_time,0
Travel,Basic,UK,8.0,33.0,1,62,On_time,0
Travel,Enterprise,Sri lanka,3.0,104.0,0,303,Late,1
Finance,Enterprise,Sri lanka,6.0,47.0,1,434,Late,0
Travel,Basic,Sri lanka,29.0,106.0,2,418,Late,0
Education,Enterprise,Germany,26.0,76.0,1,23,On_time,0
Retail,Pro,India,31.0,3.0,1,164,Failed,1
Travel,Basic,Sri lanka,10.0,66.0,1,490,Failed,1
Education,Pro,Australia,32.0,87.0,1,79,Late,0
Healthcare,Pro,Germany,2.0,15.0,5,77,Late,1
Education,Enterprise,Germany,17.0,110.0,1,193,Late,0
Technology,Basic,Sri lanka,7.0,70.0,0,354,Failed,0
Travel,Pro,UK,31.0,89.0,1,138,Late,0
Technology,Enterprise,UK,5.0,5.0,4,276,On_time,0
Retail,Basic,India,29.0,36.0,3,363,Late,0
Travel,Enterprise,Sri lanka,19.0,12.0,1,146,Failed,0
Technology,Pro,USA,34.0,43.0,2,185,Late,0
Travel,Pro,USA,29.0,114.0,2,232,Late,0
Technology,Basic,Australia,26.0,118.0,1,215,Late,0
Retail,Basic,USA,21.0,21.0,3,325,Failed,0
Healthcare,Enterprise,USA,34.0,6.0,2,282,Failed,1
Travel,Basic,UK,33.0,77.0,4,364,On_time,0
Travel,Basic,UK,33.0,104.0,3,270,Late,0
Healthcare,Pro,USA,,29.0,2,123,Failed,1
Healthcare,Enterprise,Sri lanka,23.0,31.0,3,449,On_time,0
Retail,Basic,Germany,15.0,52.0,2,42,Failed,1
Travel,Pro,Germany,17.0,110.0,2,205,On_time,0
Finance,Pro,Sri lanka,22.0,50.0,2,447,Failed,0
Travel,Enterprise,Sri lanka,19.0,118.0,3,225,Late,0
Travel,Basic,Sri lanka,18.0,27.0,1,93,Late,0
Technology,Enterprise,Sri lanka,15.0,83.0,1,67,On_time,0
Healthcare,Basic,Sri lanka,8.0,113.0,2,287,Failed,0
Education,Basic,India,,97.0,2,126,On_time,0
Technology,Enterprise,India,6.0,95.0,2,356,Failed,0
Finance,Basic,Sri lanka,18.0,22.0,3,363,Late,0
Healthcare,Enterprise,Sri lanka,8.0,21.0,4,460,Failed,0
Finance,Basic,India,33.0,33.0,0,319,On_time,0
Finance,Pro,UK,31.0,117.0,3,23,Failed,0
Education,Pro,USA,8.0,98.0,3,146,Late,0
Travel,Pro,Sri lanka,10.0,9.0,4,330,Failed,1
Retail,Pro,Sri lanka,28.0,102.0,2,84,Failed,0
Finance,Pro,India,3.0,79.0,1,34,Failed,1
Retail,Enterprise,UK,23.0,78.0,0,139,Failed,1
Education,Basic,USA,9.0,44.0,3,219,Failed,1
Technology,Pro,India,22.0,52.0,3,337,Failed,0
Retail,Enterprise,Sri lanka,26.0,99.0,4,448,Late,0
Education,Pro,UK,5.0,78.0,3,235,On_time,0
Travel,Enterprise,UK,20.0,47.0,4,197,Late,0
Retail,Basic,Sri lanka,28.0,86.0,2,475,Late,0
Technology,Pro,USA,38.0,92.0,3,255,On_time,0
Retail,Pro,India,34.0,109.0,1,247,Failed,0
Retail,Basic,Sri lanka,6.0,102.0,0,127,On_time,0
Travel,Basic,Germany,7.0,90.0,0,196,Late,0
Finance,Enterprise,UK,23.0,52.0,3,312,Late,0
Healthcare,Pro,UK,18.0,20.0,0,138,On_time,0
Travel,Pro,Sri lanka,23.0,94.0,4,496,Late,0
Education,Basic,India,14.0,112.0,3,268,Late,0
Finance,Pro,Germany,4.0,3.0,2,234,Failed,1
Technology,Enterprise,USA,40.0,25.0,0,426,Failed,0
Education,Pro,Sri lanka,2.0,57.0,0,199,On_time,1
Travel,Pro,UK,35.0,74.0,2,52,On_time,0
Healthcare,Enterprise,USA,1.0,34.0,1,183,Failed,0
Healthcare,Basic,India,13.0,58.0,0,378,Late,0
Retail,Pro,Sri lanka,16.0,114.0,2,465,Failed,1
Travel,Basic,India,22.0,112.0,4,86,Late,0
Travel,Pro,Australia,4.0,30.0,2,294,On_time,1
Retail,Basic,India,39.0,48.0,1,312,On_time,0
Healthcare,Basic,Sri lanka,31.0,74.0,3,63,Failed,0
Education,Pro,USA,18.0,64.0,1,74,Failed,0
Travel,Enterprise,Australia,10.0,117.0,2,370,On_time,0
Education,Basic,Sri lanka,7.0,17.0,3,279,Late,0
Healthcare,Pro,Sri lanka,23.0,75.0,5,485,Late,0
Healthcare,Enterprise,Germany,38.0,42.0,1,80,Failed,1
Finance,Pro,USA,40.0,67.0,1,383,On_time,0
Education,Enterprise,India,39.0,36.0,2,480,Failed,0
Technology,Enterprise,Germany,36.0,24.0,3,190,On_time,0
Retail,Basic,USA,31.0,28.0,2,260,Failed,1
Finance,Enterprise,Australia,24.0,58.0,7,166,Late,0
Technology,Pro,India,26.0,92.0,3,69,Failed,0
Finance,Enterprise,Australia,29.0,54.0,2,39,On_time,0
Travel,Enterprise,Germany,13.0,91.0,0,192,On_time,0
Technology,Basic,Sri lanka,2.0,105.0,2,384,Late,1
Education,Enterprise,UK,4.0,114.0,1,226,On_time,0
Finance,Pro,USA,32.0,61.0,4,340,Late,0
Healthcare,Enterprise,USA,14.0,93.0,1,84,Late,0
Finance,Enterprise,India,10.0,13.0,1,157,On_time,0
Travel,Basic,Australia,40.0,23.0,1,445,Failed,0
Finance,Enterprise,Germany,35.0,66.0,3,226,On_time,0
Travel,Basic,Australia,18.0,24.0,2,237,On_time,0
Technology,Enterprise,Sri lanka,8.0,94.0,0,88,Late,0
Retail,Pro,Australia,31.0,97.0,2,403,On_time,0
Education,Basic,Sri lanka,8.0,103.0,3,455,Late,0
Finance,Basic,UK,34.0,87.0,4,313,Failed,1
Technology,Pro,Sri lanka,10.0,54.0,0,253,On_time,0
Retail,Enterprise,Germany,6.0,6.0,1,131,On_time,1
Finance,Enterprise,Australia,40.0,7.0,1,467,Failed,1
Travel,Basic,Australia,26.0,,1,32,On_time,0
Finance,Basic,USA,18.0,94.0,4,329,Failed,0
Technology,Pro,UK,5.0,35.0,1,63,Failed,0
Technology,Basic,Sri lanka,14.0,38.0,4,329,On_time,0
Finance,Pro,Sri lanka,22.0,49.0,5,191,Late,0
Finance,Basic,Germany,6.0,65.0,4,458,Failed,1
Education,Enterprise,USA,38.0,63.0,5,288,Late,0
Technology,Basic,India,20.0,90.0,2,157,On_time,0
Retail,Basic,UK,6.0,114.0,2,405,On_time,0
Finance,Basic,Australia,15.0,17.0,2,261,Failed,0
Finance,Basic,Australia,10.0,73.0,1,87,On_time,0
Finance,Enterprise,UK,3.0,42.0,0,170,Late,0
Retail,Basic,Australia,20.0,6.0,1,49,Failed,1
Healthcare,Basic,India,9.0,,3,325,On_time,0
Technology,Pro,Germany,12.0,95.0,2,401,On_time,0
Education,Enterprise,UK,17.0,66.0,3,100,On_time,0
Travel,Pro,India,27.0,7.0,2,386,On_time,0
Travel,Basic,UK,18.0,38.0,2,453,Failed,0
Healthcare,Pro,India,31.0,116.0,0,129,Failed,1
Retail,Basic,Australia,19.0,51.0,4,304,Late,0
Travel,Enterprise,India,10.0,12.0,4,82,Failed,0
Travel,Pro,USA,,3.0,2,288,Failed,0
Finance,Basic,Australia,29.0,38.0,1,365,Failed,1
Healthcare,Enterprise,Germany,20.0,5.0,3,98,Failed,1
Education,Pro,UK,1.0,86.0,4,400,On_time,0
Technology,Pro,USA,8.0,113.0,2,29,Failed,0
Finance,Enterprise,UK,25.0,,3,471,On_time,0
Education,Basic,USA,4.0,94.0,4,131,On_time,0
Finance,Pro,Australia,21.0,4.0,1,262,On_time,0
Travel,Pro,Sri lanka,2.0,9.0,4,108,Failed,1
Healthcare,Enterprise,Sri lanka,26.0,58.0,1,86,On_time,0
Travel,Pro,India,35.0,50.0,4,212,Late,0
Technology,Pro,Sri lanka,29.0,77.0,2,216,On_time,0
Education,Pro,India,34.0,,1,284,Late,0
Technology,Enterprise,Germany,8.0,44.0,2,371,On_time,0
Retail,Basic,India,16.0,100.0,2,78,Late,0
Education,Enterprise,Australia,17.0,31.0,0,273,Failed,0
Travel,Pro,Germany,20.0,5.0,3,376,On_time,0
Education,Enterprise,Australia,28.0,50.0,1,352,Failed,1
Finance,Basic,Sri lanka,24.0,112.0,4,402,On_time,0
Retail,Enterprise,India,,49.0,5,83,Failed,0
Travel,Basic,India,34.0,18.0,1,270,Failed,1
Retail,Enterprise,Sri lanka,,59.0,5,218,Failed,0
Retail,Basic,Germany,38.0,64.0,1,38,Failed,1
Travel,Enterprise,USA,9.0,74.0,3,498,Failed,0
Healthcare,Enterprise,Sri lanka,15.0,28.0,2,117,On_time,0
Education,Enterprise,USA,17.0,39.0,5,328,On_time,0
Technology,Enterprise,Sri lanka,6.0,37.0,1,142,Failed,1
Healthcare,Pro,Australia,5.0,90.0,2,344,Failed,0
Travel,Basic,Australia,2.0,59.0,4,34,On_time,1
Travel,Pro,UK,10.0,22.0,2,488,Late,0
Retail,Basic,UK,22.0,110.0,4,54,Failed,0
Technology,Pro,Sri lanka,18.0,42.0,1,465,Failed,0
Technology,Enterprise,USA,32.0,8.0,4,51,Failed,1
Finance,Basic,USA,39.0,28.0,1,352,Late,0
Education,Enterprise,UK,15.0,18.0,1,179,Late,0
Retail,Enterprise,Sri lanka,40.0,20.0,2,401,On_time,0
Healthcare,Basic,USA,35.0,111.0,4,236,Failed,0
Technology,Pro,USA,34.0,92.0,3,221,Failed,0
Travel,Pro,Germany,24.0,65.0,0,172,Late,0
Finance,Basic,Australia,28.0,36.0,1,257,Failed,1
Retail,Pro,USA,8.0,95.0,0,345,Late,0
Healthcare,Pro,Australia,,67.0,4,486,Failed,0
Healthcare,Enterprise,Germany,9.0,71.0,4,196,Late,0
Retail,Pro,Australia,12.0,6.0,0,40,Failed,1
Education,Basic,Germany,15.0,67.0,2,343,On_time,0
Technology,Pro,Sri lanka,32.0,66.0,4,229,On_time,0
Technology,Basic,Australia,36.0,19.0,1,426,Failed,0
Finance,Enterprise,UK,30.0,89.0,3,83,On_time,0
Education,Basic,Australia,4.0,95.0,5,247,Late,0
Technology,Pro,India,19.0,64.0,1,160,Failed,1
Travel,Pro,Australia,25.0,100.0,0,61,Late,0
Travel,Enterprise,USA,39.0,30.0,1,130,Failed,1
Finance,Enterprise,India,21.0,86.0,1,153,On_time,0
Travel,Enterprise,UK,16.0,66.0,4,404,On_time,0
Healthcare,Pro,Sri lanka,19.0,46.0,0,75,Late,0
Healthcare,Pro,India,37.0,17.0,3,179,On_time,0
Travel,Basic,UK,19.0,28.0,0,221,On_time,0
Education,Enterprise,Germany,20.0,25.0,2,350,Late,0
Technology,Basic,Australia,7.0,17.0,1,167,On_time,0
Healthcare,Enterprise,USA,38.0,75.0,3,163,Late,0
Retail,Enterprise,Australia,23.0,60.0,2,271,Late,0
Technology,Basic,India,38.0,48.0,5,295,On_time,0
Retail,Basic,Australia,34.0,41.0,1,42,On_time,0
Finance,Enterprise,Sri lanka,38.0,44.0,2,212,Failed,0
Technology,Pro,India,20.0,118.0,3,368,Late,0
Retail,Enterprise,USA,38.0,1.0,1,356,On_time,1
Technology,Basic,UK,19.0,63.0,3,310,On_time,0
Finance,Pro,Sri lanka,16.0,56.0,2,495,Late,0
Education,Pro,Sri lanka,12.0,33.0,0,196,Failed,1
Retail,Basic,UK,21.0,60.0,1,452,On_time,0
Finance,Enterprise,India,36.0,,4,351,Failed,0
Technology,Basic,Germany,8.0,54.0,1,370,Late,0
Healthcare,Enterprise,USA,24.0,68.0,4,176,On_time,0
Finance,Enterprise,USA,15.0,70.0,4,355,On_time,0
Education,Enterprise,Australia,19.0,98.0,2,184,On_time,0
Finance,Basic,Germany,10.0,49.0,3,176,On_time,0
Retail,Pro,India,23.0,27.0,2,343,On_time,0
Education,Basic,Australia,14.0,106.0,3,376,Failed,0
Technology,Pro,Germany,8.0,53.0,1,278,On_time,0
Finance,Enterprise,Sri lanka,14.0,17.0,2,175,On_time,0
Finance,Basic,Germany,14.0,9.0,3,314,On_time,0
Education,Pro,USA,18.0,13.0,2,432,On_time,0
Finance,Enterprise,UK,8.0,26.0,4,206,On_time,0
Retail,Pro,Sri lanka,31.0,70.0,2,162,On_time,0
Finance,Pro,India,5.0,92.0,3,274,On_time,0
Retail,Basic,Sri lanka,15.0,87.0,3,322,Failed,1
Education,Enterprise,UK,30.0,109.0,1,211,On_time,0
Education,Basic,Sri lanka,,52.0,1,77,On_time,0
Finance,Pro,UK,32.0,117.0,1,119,On_time,0
Healthcare,Basic,Sri lanka,21.0,46.0,1,449,On_time,0
Travel,Pro,India,14.0,88.0,2,100,On_time,0
Retail,Basic,Sri lanka,4.0,75.0,2,437,Late,0
Retail,Pro,Sri lanka,23.0,61.0,4,447,On_time,0
Finance,Basic,Sri lanka,13.0,88.0,0,126,On_time,0
Healthcare,Enterprise,USA,18.0,98.0,1,276,Late,0
Education,Enterprise,Australia,31.0,50.0,2,186,On_time,0
Finance,Basic,Germany,15.0,33.0,1,164,On_time,0
Healthcare,Enterprise,USA,25.0,106.0,1,315,Failed,0
Finance,Basic,Sri lanka,30.0,69.0,3,278,On_time,0
Finance,Basic,Australia,12.0,65.0,5,253,Late,0
Healthcare,Basic,Germany,24.0,54.0,2,490,Failed,1
Retail,Basic,Germany,25.0,101.0,2,242,Failed,0
Technology,Pro,USA,25.0,84.0,1,34,On_time,0
Technology,Enterprise,Sri lanka,28.0,13.0,5,329,On_time,0
Education,Basic,Germany,15.0,12.0,1,353,Failed,0
Retail,Basic,India,29.0,53.0,2,195,On_time,0
Retail,Basic,Sri lanka,3.0,66.0,1,419,On_time,1
Healthcare,Basic,India,31.0,118.0,1,198,Failed,0
Retail,Pro,Germany,18.0,47.0,4,386,On_time,0
Travel,Pro,India,2.0,59.0,0,137,On_time,0
Technology,Pro,Germany,,55.0,0,50,Late,0
Education,Pro,India,33.0,87.0,5,486,On_time,0
Retail,Pro,Germany,24.0,3.0,0,246,Failed,1
Retail,Basic,USA,,17.0,1,90,Failed,0
Finance,Basic,India,5.0,,0,131,Failed,0
Finance,Enterprise,Australia,7.0,37.0,2,60,On_time,0
Technology,Enterprise,UK,33.0,20.0,0,53,Failed,1
Healthcare,Enterprise,Sri lanka,36.0,91.0,4,379,Late,0
Finance,Enterprise,USA,13.0,93.0,2,206,On_time,0
Travel,Basic,UK,13.0,86.0,3,128,Late,0
Retail,Enterprise,USA,1.0,11.0,3,63,Failed,0
Retail,Basic,Sri lanka,6.0,28.0,3,292,Failed,0
Travel,Enterprise,Australia,38.0,9.0,2,388,Late,0
Healthcare,Pro,USA,27.0,25.0,4,211,On_time,0
Education,Enterprise,Germany,18.0,47.0,1,69,Late,0
Technology,Enterprise,India,5.0,88.0,4,443,Failed,0
Finance,Pro,UK,2.0,83.0,2,275,Failed,1
Finance,Pro,India,35.0,105.0,5,158,Failed,0
Travel,Enterprise,India,34.0,113.0,5,178,Late,0
Healthcare,Enterprise,Germany,6.0,14.0,2,313,On_time,0
Technology,Enterprise,India,39.0,98.0,1,108,Failed,0
Technology,Pro,USA,36.0,16.0,4,305,Failed,0
Education,Basic,Australia,5.0,18.0,1,475,Failed,0
Healthcare,Enterprise,Australia,7.0,116.0,7,488,Late,1
Retail,Enterprise,India,21.0,89.0,1,52,On_time,0
Retail,Basic,UK,20.0,25.0,3,418,Late,0
Education,Basic,Sri lanka,6.0,,1,438,On_time,0
Retail,Basic,India,22.0,34.0,4,80,Late,0
Finance,Pro,Sri lanka,14.0,95.0,0,235,Failed,0
Education,Enterprise,Germany,21.0,48.0,5,404,On_time,0
Retail,Enterprise,India,13.0,3.0,0,441,Failed,1
Travel,Pro,USA,15.0,100.0,0,214,Failed,1
Technology,Enterprise,Germany,4.0,5.0,1,283,Failed,1
Finance,Pro,India,12.0,64.0,0,78,On_time,0
Travel,Basic,India,3.0,91.0,1,116,Late,0
Retail,Enterprise,UK,14.0,118.0,7,156,Failed,0
Education,Basic,Germany,23.0,78.0,4,152,Failed,0
Technology,Basic,India,19.0,115.0,3,49,On_time,0
Technology,Pro,Sri lanka,3.0,92.0,0,406,Failed,0
Healthcare,Pro,Sri lanka,5.0,83.0,2,377,Failed,0
Technology,Enterprise,UK,9.0,60.0,2,116,Late,0
Education,Pro,UK,25.0,42.0,1,398,Late,0
Finance,Enterprise,Germany,9.0,67.0,1,39,Late,0
Education,Basic,UK,23.0,37.0,0,155,Failed,0
Technology,Enterprise,India,37.0,45.0,1,297,On_time,0
Education,Enterprise,UK,5.0,110.0,4,325,Late,0
Travel,Pro,USA,19.0,116.0,3,330,Late,0
Retail,Pro,Australia,1.0,54.0,2,482,Failed,1
Finance,Pro,Sri lanka,21.0,88.0,1,156,On_time,0
Education,Enterprise,Australia,35.0,20.0,2,43,Failed,0
Education,Enterprise,India,24.0,47.0,3,96,Failed,1
Education,Pro,Sri lanka,4.0,109.0,0,372,Failed,1
Education,Enterprise,India,5.0,92.0,3,65,On_time,0
Healthcare,Pro,UK,11.0,12.0,3,416,Late,0
Healthcare,Enterprise,Australia,2.0,68.0,1,471,On_time,0
Education,Enterprise,India,6.0,87.0,2,289,Failed,0
Finance,Enterprise,India,21.0,43.0,1,201,Late,0
Retail,Pro,Sri lanka,38.0,17.0,0,64,On_time,0
Healthcare,Pro,Australia,10.0,61.0,1,52,On_time,0
Technology,Enterprise,USA,31.0,112.0,2,439,Late,0
Finance,Basic,UK,40.0,103.0,1,440,Failed,0
Healthcare,Enterprise,UK,4.0,22.0,0,484,Late,1
Healthcare,Basic,Germany,14.0,78.0,2,489,Late,0
Healthcare,Enterprise,UK,16.0,94.0,0,427,Late,0
Education,Pro,Sri lanka,36.0,99.0,2,494,On_time,0
Retail,Enterprise,USA,11.0,38.0,2,493,Late,0
Technology,Basic,UK,31.0,83.0,2,407,Failed,0
Finance,Pro,USA,10.0,63.0,6,262,On_time,0
Retail,Basic,Australia,17.0,18.0,2,413,On_time,0
Travel,Basic,India,37.0,48.0,0,75,On_time,0
Travel,Basic,Sri lanka,12.0,36.0,4,492,Late,0
Healthcare,Enterprise,UK,30.0,53.0,0,204,On_time,0
Education,Basic,India,4.0,43.0,3,183,Late,1
Retail,Pro,India,35.0,88.0,3,196,Failed,1
Retail,Pro,Sri lanka,26.0,26.0,2,223,On_time,0
Travel,Pro,Australia,33.0,100.0,4,273,Failed,0
Finance,Pro,Australia,22.0,23.0,1,133,On_time,0
Technology,Enterprise,USA,4.0,110.0,2,357,Late,1
Healthcare,Enterprise,USA,28.0,,3,22,Late,0
Finance,Pro,India,19.0,20.0,1,484,On_time,0
Travel,Pro,USA,35.0,78.0,3,444,Failed,0
Retail,Basic,Sri lanka,22.0,102.0,2,184,On_time,0
Technology,Basic,India,2.0,54.0,4,186,Late,1
Retail,Enterprise,Sri lanka,7.0,4.0,4,333,On_time,0
Retail,Enterprise,Germany,13.0,19.0,1,447,Late,0
Technology,Pro,USA,35.0,58.0,4,271,Failed,1
Finance,Basic,Sri lanka,10.0,66.0,1,362,On_time,0
Healthcare,Enterprise,Germany,11.0,36.0,2,26,Failed,1
Education,Enterprise,USA,27.0,77.0,3,400,Late,0
Education,Pro,USA,12.0,71.0,3,318,Late,0
Travel,Pro,India,17.0,68.0,1,60,On_time,0
Travel,Pro,Germany,24.0,98.0,4,466,On_time,0
Technology,Enterprise,Australia,35.0,23.0,0,186,Failed,1
Finance,Pro,USA,23.0,26.0,1,387,Late,0
Technology,Basic,USA,10.0,65.0,0,452,Failed,0
Healthcare,Basic,India,27.0,115.0,1,291,Late,0
Finance,Enterprise,USA,2.0,111.0,6,92,Late,1
Finance,Basic,India,18.0,94.0,1,465,Failed,0
Travel,Pro,Sri lanka,20.0,19.0,0,365,Late,0
Finance,Enterprise,UK,10.0,24.0,3,90,Late,0
Technology,Pro,Sri lanka,30.0,17.0,2,498,Failed,0
Retail,Enterprise,USA,27.0,114.0,0,402,Failed,0
Healthcare,Basic,Australia,1.0,79.0,3,27,On_time,0
Technology,Pro,Sri lanka,26.0,79.0,1,323,On_time,0
Education,Basic,USA,19.0,56.0,1,327,Failed,0
Retail,Basic,USA,34.0,36.0,1,354,On_time,0
Retail,Basic,Australia,18.0,71.0,1,358,Failed,0
Healthcare,Enterprise,Germany,40.0,65.0,2,142,On_time,0
Finance,Enterprise,Sri lanka,19.0,63.0,4,134,Failed,1
Retail,Enterprise,USA,32.0,99.0,4,120,Failed,1
Technology,Enterprise,India,39.0,38.0,4,220,Failed,0
Education,Basic,Australia,38.0,49.0,2,317,Failed,1
Technology,Pro,India,24.0,48.0,4,326,On_time,0
Travel,Basic,India,,32.0,1,423,Late,0
Travel,Pro,USA,25.0,109.0,2,131,Late,0
Education,Pro,UK,39.0,68.0,3,141,Failed,0
Finance,Enterprise,Sri lanka,11.0,117.0,1,186,On_time,0
Finance,Enterprise,USA,28.0,110.0,3,298,Failed,0
